,000,10,100,11,12,13,14,15,16,17,18,19,20,2010,2011,2015,2016,2017,2018,2019,2020,2021,2025,21,22,23,24,25,26,27,28,29,30,31,32,35,40,50,59,60,61,62,63,64,65,66,67,68,69,70,aan,aanpak,aantal,advies,af,al,alle,alleen,als,and,andere,antwoord,artikel,basis,bedrijven,belang,betreft,bij,bijlage,bijvoorbeeld,binnen,brief,daarbij,daarnaast,dan,data,datum,deel,den,deze,die,dit,doen,door,dus,eerste,eigen,er,eu,euro,europese,extra,figuur,financiële,for,gaan,gaat,gebruik,geeft,geen,gegevens,geldt,gemaakt,gemeenten,geval,geven,goed,grond,grote,haag,hebben,heeft,hier,hierbij,hoe,https,huidige,hun,ii,ik,indien,informatie,ja,jaar,jaren,kabinet,kader,kamer,kan,kenmerk,km,knooppunt,komen,komt,kosten,kunnen,leden,lid,maar,maatregelen,maken,mbo,meer,mensen,met,miljoen,minder,minister,ministerie,moet,moeten,mogelijk,na,naar,nederland,nederlandse,nemen,niet,nieuwe,nl,nodig,nog,nr,nu,of,om,omdat,on,onder,onderdeel,onderwijs,onderzoek,ontwikkeling,onze,ook,op,opgenomen,over,overige,pagina,partijen,per,periode,personen,problemen,programma,raad,rapport,regeling,regio,respondenten,resultaten,risico,rws,samen,samenwerking,scholen,sector,sprake,staat,tabel,te,ten,the,to,toe,tot,totaal,tussen,twee,tweede,uit,uw,vanuit,veel,verder,verschillende,via,voor,vraag,vragen,waar,waarbij,waarin,was,wat,we,wel,welke,werd,werken,wet,worden,wordt,www,zaken,zal,ze,zich,zie,zien,zij,zijn,zo,zoals,zorg,zou,zowel,zullen,één
796,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,3,0,1,5,0,1,5,1,0,12,0,1,4,1,0,1,0,0,0,3,0,1,0,2,4,7,4,7,7,0,0,0,2,5,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,1,0,0,1,1,2,0,3,0,1,0,2,0,0,0,0,2,1,1,0,1,4,0,1,2,1,0,0,0,0,0,0,0,4,2,1,0,0,0,0,14,0,0,4,0,3,0,1,1,0,7,3,1,5,0,3,0,1,2,0,2,10,3,0,0,1,0,0,0,3,3,12,0,9,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,2,0,0,0,0,0,0,18,0,1,2,0,1,0,0,0,1,3,1,0,0,0,0,0,5,5,4,1,0,0,1,0,0,1,1,0,0,0,5,0,2,7,0,0,4,1,1,1,5,0,1,0,0,0,0,1
798,4,5,1,4,0,0,2,0,0,1,0,0,0,0,1,6,6,8,14,1,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,1,1,1,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,4,0,2,0,0,0,0,1,1,8,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,1,0,6,0,0,1,0,0,0,0
801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
802,62,10,6,7,11,5,3,6,5,6,3,4,5,0,0,0,2,3,5,13,21,6,0,4,3,4,3,11,3,4,2,3,10,2,1,6,6,5,2,5,2,2,6,2,2,1,1,2,2,6,228,23,53,29,10,38,46,28,141,3,49,2,1,25,3,25,24,161,17,38,26,0,18,7,52,238,3,15,56,86,171,109,12,91,3,20,57,56,2,5,0,15,11,15,1,28,17,89,16,39,30,6,19,6,23,24,14,3,20,11,127,71,14,17,28,13,24,60,2,3,20,41,30,66,7,0,2,0,82,0,1,0,14,11,47,130,29,1,33,2,39,3,62,6,277,0,7,4,12,34,14,47,20,75,13,18,29,111,12,20,19,33,2,10,170,301,20,8,41,7,1,78,29,22,123,329,21,113,11,0,53,61,13,21,2,5,9,23,0,23,0,8,7,0,29,36,1,157,13,22,9,560,34,32,2,18,65,15,22,21,11,99,0,10,22,31,21,60,616,13,25,22,12,16,6,29,162,15,52,0,23,7,216,89,12,1,6,17,24,48,18,58,176,34,42,6,11,21,2,33
806,0,4,0,2,3,2,3,3,2,2,2,5,2,0,0,0,1,0,1,19,0,0,0,3,4,4,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,2,0,0,1,2,0,7,0,0,31,0,3,0,0,4,6,0,0,1,5,2,2,3,0,1,1,4,17,20,10,1,9,0,4,1,13,0,0,0,0,0,0,0,4,5,0,1,6,0,1,1,0,0,0,2,0,1,4,1,6,1,2,3,3,0,2,0,36,1,0,7,3,2,0,0,6,5,9,0,0,2,0,0,4,0,2,2,6,2,0,2,0,33,0,0,3,13,1,0,7,2,15,3,5,3,20,1,12,0,7,4,2,4,35,1,0,0,0,0,2,0,0,10,28,0,14,0,8,0,1,2,0,0,1,0,0,0,7,0,2,0,0,0,0,0,1,0,0,0,45,1,0,0,1,6,0,5,0,1,11,14,2,2,7,1,1,23,33,1,2,2,1,1,9,5,1,10,0,7,0,17,6,12,0,10,0,1,11,4,1,12,20,8,0,1,1,4,2
807,0,2,0,1,0,3,0,1,1,2,3,1,2,0,0,3,14,0,1,13,3,0,0,0,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,5,1,0,3,5,1,13,0,4,0,0,2,0,1,1,30,1,0,15,8,2,3,5,2,1,1,1,36,28,15,2,30,4,3,0,16,0,0,0,0,0,0,0,1,1,1,1,2,0,0,5,0,2,0,0,0,1,1,12,29,3,0,2,0,1,3,1,2,0,10,0,3,4,0,3,3,7,0,0,0,0,1,0,10,0,0,0,0,3,0,5,0,15,1,3,18,22,1,0,1,4,13,5,0,0,12,1,0,0,4,0,3,16,25,1,0,5,0,0,10,0,0,5,39,4,10,0,0,0,5,9,4,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,21,10,0,0,1,10,5,4,5,3,5,3,3,0,1,0,0,12,4,3,2,2,1,0,1,0,2,0,0,1,0,13,5,0,10,2,0,6,1,1,7,58,0,3,0,4,3,1,2
808,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,1,2,0,3,0,0,3,0,1,1,6,1,1,0,2,1,1,0,11,3,0,1,7,7,7,1,3,0,2,1,6,0,0,0,0,0,1,0,1,1,1,0,0,0,0,2,1,0,1,1,0,1,1,1,1,0,1,2,1,4,1,0,1,0,4,0,1,0,0,0,0,6,4,0,0,0,1,0,3,0,0,1,0,0,0,0,0,16,0,0,0,4,1,0,2,0,1,0,0,1,1,0,9,0,1,0,3,2,9,0,0,2,0,0,0,0,1,7,24,0,2,0,3,3,1,1,0,0,0,0,1,0,11,0,0,0,0,2,2,0,0,0,0,0,8,0,0,0,1,3,0,0,0,0,6,2,2,0,3,1,6,19,0,2,1,0,0,0,1,1,0,1,0,0,0,9,6,2,0,6,0,0,0,0,0,4,1,4,7,0,0,0,0
809,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,4,1,5,5,1,6,0,0,0,2,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,3,0,0,4,2,4,1,2,0,0,1,1,1,9,0,0,0,5,2,0,0,5,1,0,0,0,0,0,0,3,0,0,0,0,0,6,2,0,9,0,0,1,0,0,1,0,1,3,0,0,0,1,1,1,0,3,1,0,2,5,1,0,1,1,3,1,1,2,4,10,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,10,1,0,0,1,1,0,0,1,3,3,4,0,0,0,0,1,8,0,0,1,0,0,0,0,2,0,0,0,1,0,2,1,1,0,6,0,1,0,0,0,9,1,1,0,0,0,1,0
811,1,10,4,10,10,7,14,4,7,4,0,10,3,0,0,6,0,0,1,1,43,1,0,8,2,1,4,4,1,1,4,2,4,11,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,74,0,1,1,3,4,6,2,10,7,2,4,2,8,1,0,4,50,3,2,4,12,0,2,34,0,7,2,5,27,48,36,2,37,6,2,1,26,15,0,5,2,0,3,15,5,2,1,2,20,1,2,2,0,2,4,2,1,5,5,10,22,4,0,2,4,4,4,1,19,14,12,1,1,0,3,1,1,28,1,0,0,4,5,3,17,0,1,9,9,4,0,11,1,72,5,3,2,9,6,12,7,11,9,1,0,8,60,7,30,2,25,1,14,40,51,4,1,11,2,0,0,1,14,24,101,0,13,0,0,0,6,4,0,1,0,3,0,9,0,0,0,14,0,2,0,0,0,0,21,0,90,6,45,19,6,20,0,8,3,0,9,13,4,7,2,1,2,83,2,7,4,3,2,7,8,26,6,7,0,2,7,27,21,16,3,19,0,3,5,1,7,21,4,9,1,5,2,2,0
812,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,1,1,2,11,0,0,0,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,0,3,1,0,3,0,5,4,3,0,0,0,4,6,1,0,0,3,0,0,2,0,1,3,4,6,6,1,1,6,1,1,1,4,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,12,0,1,0,0,0,4,1,4,0,1,1,7,2,4,3,6,0,1,2,0,1,0,2,2,0,6,0,0,0,2,0,4,4,0,2,3,1,0,1,0,5,0,0,1,5,0,1,1,0,1,1,0,1,8,2,11,0,2,1,3,2,12,1,0,2,0,0,2,1,0,6,17,0,9,0,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,14,0,0,0,1,1,0,0,2,2,4,2,0,3,1,0,1,11,4,5,0,0,4,2,4,0,3,2,0,0,3,2,7,5,7,2,4,3,0,2,4,11,3,0,0,0,0,0,0
816,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,1,2,0,0,0,1,1,3,4,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,8,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,1,1,4,0,0,1,0,0,0,1,2,2,6,0,2,0,2,1,0,1,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,3,0,2,1,0,3,1,3,1,2,0,0,0,0,9,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
817,0,4,0,1,2,3,2,0,2,6,3,2,1,0,0,4,0,4,2,22,3,2,0,1,1,3,2,2,1,2,1,10,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,0,2,151,49,9,60,3,12,51,9,69,1,37,1,6,23,10,19,6,63,3,16,19,1,12,22,26,1,2,12,3,112,131,91,6,68,3,23,7,62,0,0,9,3,4,10,1,7,20,8,4,29,3,15,13,13,7,19,6,13,17,0,20,51,11,11,13,0,17,11,0,0,8,12,0,8,6,0,14,1,62,1,5,0,14,7,1,37,3,7,25,84,19,0,22,4,112,0,7,6,1,49,38,36,15,33,28,6,10,92,28,7,19,12,0,4,104,127,20,2,33,14,0,8,18,5,85,262,6,56,3,1,5,13,7,1,1,14,32,0,9,2,0,3,0,0,1,2,0,12,11,21,2,256,22,1,0,13,75,1,16,12,22,47,0,25,22,6,24,15,318,9,8,22,22,13,22,11,5,16,11,8,0,12,173,61,2,3,32,4,25,10,2,3,165,21,26,4,8,5,7,1
819,5,5,0,5,4,1,1,1,1,1,1,1,2,0,1,2,0,1,7,8,65,60,0,1,1,2,2,4,2,1,1,1,1,2,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,107,18,14,0,2,2,7,8,29,0,28,0,1,23,22,12,0,63,2,7,27,0,14,15,9,8,0,7,2,58,45,117,3,68,0,5,6,24,6,0,13,4,0,2,1,9,24,11,10,3,4,4,1,3,2,3,14,4,7,1,11,39,6,11,29,1,2,11,0,3,0,24,1,12,3,0,3,2,22,0,0,0,4,5,0,18,0,0,10,0,15,0,35,7,103,0,27,4,9,15,5,14,6,29,10,14,3,34,31,2,12,10,1,8,48,92,1,5,21,4,0,11,12,4,68,186,0,35,2,36,7,8,3,1,1,97,2,1,1,1,0,10,47,0,15,34,0,8,4,18,0,103,6,0,0,6,27,0,6,0,2,54,0,11,11,13,12,8,110,4,4,23,2,3,0,22,15,3,8,0,29,19,18,22,2,10,6,16,13,1,3,66,58,24,8,0,0,1,0,4
820,0,16,1,15,28,21,31,47,58,40,44,18,24,2,13,9,10,27,28,4,1,0,0,20,13,24,39,48,15,18,16,24,18,18,16,11,11,7,11,8,6,4,6,8,8,5,4,4,10,8,476,0,21,8,7,49,33,26,257,0,37,0,930,7,2,16,76,141,60,4,21,1,15,10,73,12,82,47,0,136,334,201,3,221,8,437,6,40,0,0,4,5,0,1,0,2,24,44,14,42,291,9,11,14,22,3,34,55,1,0,44,79,9,9,1,0,6,21,33,0,94,7,0,31,0,0,14,3,47,0,0,0,23,18,1,40,6,1712,16,2,10,20,47,0,368,1,2,139,1,14,10,13,57,47,48,32,7,230,15,0,29,40,24,20,525,95,21,0,128,1102,300,6,0,91,80,424,81,100,52,0,1,18,35,7,1,18,2,6,45,2,0,3,2,0,11,10,57,4,17,11,7,183,108,0,0,9,195,0,8,9,507,89,0,4,4,11,22,5,453,8,3,26,5,37,56,28,1,39,36,5,0,294,200,256,0,8,9,8,4,43,12,12,240,12,29,10,2,9,3,11
821,302,71,21,46,65,43,49,40,39,33,38,33,50,1,3,4,7,12,90,345,82,12,0,31,17,26,14,46,18,16,23,31,31,66,9,17,30,12,2,9,3,11,2,8,10,7,3,7,2,19,286,6,35,14,23,29,53,11,180,20,73,0,15,49,3,24,20,127,14,10,31,1,18,24,35,4,4,42,40,167,193,140,15,154,6,46,43,116,21,11,39,11,0,66,34,35,9,15,10,40,15,6,20,2,6,22,21,29,19,19,143,103,12,12,30,1,5,28,5,5,10,46,1,87,17,2,11,26,61,0,0,0,12,8,66,63,77,37,41,4,28,2,54,33,355,1,8,6,24,23,17,38,23,86,45,28,12,109,40,5,14,29,0,16,147,181,18,2,75,6,16,34,19,157,116,408,54,158,91,16,57,67,18,9,4,16,14,5,4,16,0,7,24,0,36,25,1,2,9,49,0,362,39,7,4,15,94,84,26,25,43,95,0,20,22,27,37,19,425,6,8,45,11,13,57,35,238,16,12,43,19,31,150,83,6,26,47,35,21,4,11,27,297,40,19,10,17,16,27,22
822,0,2,0,1,0,1,0,0,0,0,0,1,4,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,1,0,0,0,0,0,0,17,0,1,1,0,1,3,0,13,0,5,0,42,9,0,1,3,30,0,3,9,0,0,1,9,0,2,0,0,11,18,19,1,17,1,6,2,8,0,0,0,0,0,1,0,3,4,1,1,6,0,3,0,4,7,0,0,4,0,0,3,5,0,1,3,0,0,2,0,0,10,2,0,0,0,0,3,0,13,0,0,0,1,1,0,7,0,14,2,0,4,0,5,0,33,0,3,4,0,2,2,4,18,11,5,0,0,19,2,0,4,2,1,0,54,11,0,0,9,2,0,35,1,0,7,27,3,13,0,0,0,3,0,1,0,1,0,8,5,0,0,0,3,0,0,0,0,0,7,1,0,21,5,0,0,3,15,0,2,6,7,5,0,0,0,0,2,1,49,0,0,11,4,3,0,1,0,7,2,0,0,33,25,27,0,5,7,0,3,1,0,6,17,1,2,0,0,1,1,2
824,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,4,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,4,0,1,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0,2,1,0,0,2,0,0,0,0,2,0,0,1,1,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,2,1,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,0,0,0,0,2,4,0,0,0,0,0,0,0
825,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,4,0,0,0,0,2,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1
828,0,2,0,3,3,2,3,5,18,1,1,1,1,0,0,0,0,0,4,4,5,10,0,2,1,1,4,1,1,1,1,1,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,2,0,0,2,9,12,3,31,0,6,2,0,9,0,1,11,33,0,13,22,16,3,4,21,0,1,4,4,55,99,57,4,26,6,2,1,54,0,0,0,27,0,9,0,11,8,0,0,41,0,3,9,4,1,12,3,1,3,3,21,12,5,2,11,0,4,27,2,18,7,3,1,1,2,0,0,2,34,0,0,0,8,3,0,87,83,5,8,2,29,0,23,0,48,0,5,63,7,6,17,6,2,11,2,1,2,144,8,1,9,10,5,9,50,43,13,0,9,1,27,1,1,16,33,61,2,33,0,0,2,8,0,0,10,13,0,0,22,0,0,0,1,0,2,2,106,0,5,12,0,78,1,0,2,3,8,0,35,0,2,17,2,8,6,2,0,2,103,3,48,3,3,3,4,6,1,19,17,2,1,31,36,19,1,0,4,11,10,0,1,20,53,31,19,3,9,0,5,3
832,0,0,0,1,1,0,0,0,0,2,3,0,0,0,0,1,0,0,1,4,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,7,3,4,1,3,2,1,12,0,10,0,0,4,0,5,3,21,1,1,2,2,6,6,4,0,2,3,5,26,19,11,1,13,1,2,4,15,0,0,0,2,0,2,0,1,2,1,2,2,1,1,3,9,0,3,3,0,0,3,11,7,3,3,1,0,1,16,2,32,0,10,0,1,0,0,4,6,9,2,0,1,1,1,3,9,0,0,5,1,13,0,3,19,78,0,2,1,2,4,3,6,4,6,1,0,1,14,1,1,10,4,1,1,10,23,0,0,8,3,0,3,0,0,18,47,1,14,0,13,10,0,0,23,3,2,0,8,1,1,0,0,1,0,6,6,0,0,1,3,0,46,6,0,0,1,13,0,5,0,5,9,4,2,2,1,1,0,55,0,2,7,6,2,1,1,5,2,1,0,4,6,13,11,1,1,6,5,6,3,0,5,11,4,7,56,1,2,0,4
833,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,87,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,0,0,0,0,1,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,2,1,0,2,3,0,0,0,8,1,1,4,1,1,0,1,0,1,0,0,1,0,4,3,6,3,0,2,0,0,1,2,3,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,2,1,1,0,0,0,0,0,3,0,6,0,1,0,0,1,5,0,2,1,5,0,0,0,0,0,0,3,1,0,0,0,0,0,0,12,0,0,2,3,1,1,2,0,1,6,7,0,1,0,2,0,0,0,0,3,4,0,1,3,0,0,1,0,3,7,19,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,1,0,0,0,1,0,8,0,1,1,1,3,0,0,1,1,6,1,0,0,2,1,4,10,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,2,1,0,3,0,0,1,3,2,5,0,0,0,0,1
841,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,1,8,1,1,0,0,2,2,1,0,1,0,0,0,1,0,1,0,9,5,4,7,0,1,0,0,0,5,0,0,0,0,0,0,0,1,1,1,0,3,0,1,0,0,1,0,0,3,0,9,0,5,0,1,0,0,0,0,0,1,3,0,4,1,0,1,0,1,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,9,0,0,4,9,0,0,0,1,0,1,1,1,3,0,1,1,1,0,0,1,5,0,0,0,0,2,0,0,3,0,20,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,0,2,0,1,1,1,0,0,0,1,0,5,8,4,0,1,0,0,2,0,2,4,0,0,0,4,0,1,14,0,0,2,1,0,1,4,4,2,0,0,1,0,1
842,0,0,0,3,1,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,5,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,2,4,3,3,0,5,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,1,2,3,0,1,0,0,3,0,0,4,0,0,0,1,1,2,2,0,0,1,0,0,3,0,3,0,0,1,0,0,0,7,1,0,0,0,0,2,2,0,2,2,0,0,2,1,2,1,1,0,1,0,1,0,0,0,0,0,0,2,3,1,8,0,8,0,3,0,3,2,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,4,0,0,0,1,6,0,0,0,1,0,1,0,1,1,0,2,14,5,4,2,0,0,0,1,0,0,1,0,0,0,2,2,1,3,1,0,0,0,0,0,4,2,0,0,0,0,1,0
